aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,hour,day_of_week,month,aqi_lag_1h,pm2_5_lag_1h,pm10_lag_1h,co_lag_1h,no_lag_1h,no2_lag_1h,o3_lag_1h,so2_lag_1h,nh3_lag_1h
1,3.63,5.32,230.31,0.06,4.41,16.81,4.17,1.63,0.0,2.0,8.0,1.0,3.21,4.9,223.64,0.04,3.73,17.88,3.7,1.5
1,4.49,6.34,253.68,0.16,6.17,14.31,5.01,1.87,1.0,2.0,8.0,1.0,3.63,5.32,230.31,0.06,4.41,16.81,4.17,1.63
1,5.05,7.26,280.38,0.38,8.14,11.62,5.13,2.03,2.0,2.0,8.0,1.0,4.49,6.34,253.68,0.16,6.17,14.31,5.01,1.87
1,4.45,6.55,273.7,0.54,7.8,11.98,4.59,1.82,3.0,2.0,8.0,1.0,5.05,7.26,280.38,0.38,8.14,11.62,5.13,2.03
1,3.41,5.0,247.0,0.67,5.31,15.91,3.73,1.46,4.0,2.0,8.0,1.0,4.45,6.55,273.7,0.54,7.8,11.98,4.59,1.82
1,2.87,4.21,230.31,0.74,3.38,19.67,3.04,1.28,5.0,2.0,8.0,1.0,3.41,5.0,247.0,0.67,5.31,15.91,3.73,1.46
1,2.36,3.52,220.3,0.64,2.33,23.25,2.35,1.09,6.0,2.0,8.0,1.0,2.87,4.21,230.31,0.74,3.38,19.67,3.04,1.28
1,2.23,3.28,216.96,0.51,2.14,24.68,1.89,0.97,7.0,2.0,8.0,1.0,2.36,3.52,220.3,0.64,2.33,23.25,2.35,1.09
3,26.45,33.18,390.53,0.26,4.84,131.61,11.32,4.31,8.0,3.0,4.0,1.0,2.23,3.28,216.96,0.51,2.14,24.68,1.89,0.97
3,25.98,32.46,400.54,0.13,5.91,124.45,11.56,4.69,9.0,3.0,4.0,3.0,26.45,33.18,390.53,0.26,4.84,131.61,11.32,4.31
3,25.93,32.17,407.22,0.13,6.85,118.73,11.8,5.0,10.0,3.0,4.0,3.0,25.98,32.46,400.54,0.13,5.91,124.45,11.56,4.69
3,26.95,33.18,413.89,0.26,7.28,124.45,11.09,4.94,11.0,3.0,4.0,3.0,25.93,32.17,407.22,0.13,6.85,118.73,11.8,5.0
3,29.86,36.35,413.89,0.23,7.28,133.04,10.37,4.56,12.0,3.0,4.0,3.0,26.95,33.18,413.89,0.26,7.28,124.45,11.09,4.94
4,41.26,50.46,453.95,0.07,10.02,153.06,16.21,4.81,13.0,3.0,4.0,3.0,29.86,36.35,413.89,0.23,7.28,133.04,10.37,4.56
4,51.33,68.01,487.33,0.0,14.39,163.08,28.61,5.64,14.0,3.0,4.0,4.0,41.26,50.46,453.95,0.07,10.02,153.06,16.21,4.81
3,39.91,61.6,480.65,0.0,19.54,124.45,36.24,6.33,15.0,3.0,4.0,4.0,51.33,68.01,487.33,0.0,14.39,163.08,28.61,5.64
3,28.03,49.04,487.33,0.0,23.31,85.83,38.15,7.03,16.0,3.0,4.0,3.0,39.91,61.6,480.65,0.0,19.54,124.45,36.24,6.33
2,23.56,42.43,487.33,0.0,24.33,65.8,37.19,7.28,17.0,3.0,4.0,3.0,28.03,49.04,487.33,0.0,23.31,85.83,38.15,7.03
2,21.22,37.18,460.62,0.0,22.62,57.22,34.33,6.84,18.0,3.0,4.0,2.0,23.56,42.43,487.33,0.0,24.33,65.8,37.19,7.28
2,21.17,34.82,467.3,0.0,22.62,45.78,30.04,8.23,19.0,3.0,4.0,2.0,21.22,37.18,460.62,0.0,22.62,57.22,34.33,6.84
2,23.35,36.95,514.03,0.0,22.62,33.97,27.18,11.02,20.0,3.0,4.0,2.0,21.17,34.82,467.3,0.0,22.62,45.78,30.04,8.23
3,26.49,41.18,567.44,0.01,22.28,25.75,25.75,13.05,21.0,3.0,4.0,2.0,23.35,36.95,514.03,0.0,22.62,33.97,27.18,11.02
3,29.15,45.17,607.49,0.01,22.28,21.99,26.46,16.72,22.0,3.0,4.0,3.0,26.49,41.18,567.44,0.01,22.28,25.75,25.75,13.05
3,31.62,49.03,640.87,0.02,24.33,20.92,29.33,22.04,23.0,3.0,4.0,3.0,29.15,45.17,607.49,0.01,22.28,21.99,26.46,16.72
3,36.91,55.98,707.63,0.09,29.13,16.81,31.47,27.11,0.0,4.0,4.0,3.0,31.62,49.03,640.87,0.02,24.33,20.92,29.33,22.04
3,45.35,68.13,881.2,2.24,39.76,6.26,35.29,34.45,1.0,4.0,4.0,3.0,36.91,55.98,707.63,0.09,29.13,16.81,31.47,27.11
4,55.0,84.22,1174.93,15.65,45.24,2.39,37.19,40.53,2.0,4.0,4.0,3.0,45.35,68.13,881.2,2.24,39.76,6.26,35.29,34.45
4,54.6,87.62,1295.09,26.15,43.87,10.91,30.99,35.97,3.0,4.0,4.0,4.0,55.0,84.22,1174.93,15.65,45.24,2.39,37.19,40.53
3,30.4,45.38,614.17,3.44,21.93,75.82,18.84,9.5,4.0,4.0,4.0,4.0,54.6,87.62,1295.09,26.15,43.87,10.91,30.99,35.97
3,31.67,44.71,574.11,1.93,15.94,114.44,18.6,8.36,5.0,4.0,4.0,3.0,30.4,45.38,614.17,3.44,21.93,75.82,18.84,9.5
4,34.31,44.8,527.38,0.91,10.2,151.63,17.88,7.47,6.0,4.0,4.0,3.0,31.67,44.71,574.11,1.93,15.94,114.44,18.6,8.36
3,26.95,33.03,393.87,0.34,4.33,134.47,9.89,4.62,7.0,4.0,4.0,4.0,34.31,44.8,527.38,0.91,10.2,151.63,17.88,7.47
1,2.72,3.61,250.34,0.82,3.73,50.78,4.65,1.23,8.0,1.0,6.0,3.0,26.95,33.03,393.87,0.34,4.33,134.47,9.89,4.62
1,2.27,3.13,253.68,0.75,4.24,45.42,4.65,1.31,9.0,1.0,6.0,1.0,2.72,3.61,250.34,0.82,3.73,50.78,4.65,1.23
1,2.22,3.23,257.02,0.73,5.27,39.7,4.95,1.57,10.0,1.0,6.0,1.0,2.27,3.13,253.68,0.75,4.24,45.42,4.65,1.31
1,2.51,3.77,270.37,0.79,6.94,32.54,5.07,1.9,11.0,1.0,6.0,1.0,2.22,3.23,257.02,0.73,5.27,39.7,4.95,1.57
1,2.88,4.31,287.06,0.68,9.0,25.75,5.01,2.03,12.0,1.0,6.0,1.0,2.51,3.77,270.37,0.79,6.94,32.54,5.07,1.9
1,3.5,5.51,307.08,0.45,10.37,21.64,5.25,2.41,13.0,1.0,6.0,1.0,2.88,4.31,287.06,0.68,9.0,25.75,5.01,2.03
1,4.11,6.82,317.1,0.1,10.54,20.21,5.66,2.69,14.0,1.0,6.0,1.0,3.5,5.51,307.08,0.45,10.37,21.64,5.25,2.41
1,4.61,7.73,323.77,0.06,10.28,20.21,5.96,2.75,15.0,1.0,6.0,1.0,4.11,6.82,317.1,0.1,10.54,20.21,5.66,2.69
1,5.58,8.93,337.12,0.07,11.31,19.13,7.03,2.91,16.0,1.0,6.0,1.0,4.61,7.73,323.77,0.06,10.28,20.21,5.96,2.75
1,6.09,9.57,343.8,0.09,12.34,17.7,7.75,2.88,17.0,1.0,6.0,1.0,5.58,8.93,337.12,0.07,11.31,19.13,7.03,2.91
1,5.52,8.46,323.77,0.09,12.68,16.99,7.87,2.53,18.0,1.0,6.0,1.0,6.09,9.57,343.8,0.09,12.34,17.7,7.75,2.88
1,4.48,6.47,287.06,0.05,12.0,17.88,7.63,2.09,19.0,1.0,6.0,1.0,5.52,8.46,323.77,0.09,12.68,16.99,7.87,2.53
1,4.36,5.94,270.37,0.03,10.8,19.31,7.87,1.96,20.0,1.0,6.0,1.0,4.48,6.47,287.06,0.05,12.0,17.88,7.63,2.09
1,4.44,5.88,263.69,0.02,10.02,20.38,7.99,1.9,21.0,1.0,6.0,1.0,4.36,5.94,270.37,0.03,10.8,19.31,7.87,1.96
1,4.13,5.33,260.35,0.02,9.08,21.46,7.51,1.71,22.0,1.0,6.0,1.0,4.44,5.88,263.69,0.02,10.02,20.38,7.99,1.9
1,3.45,4.41,257.02,0.01,8.4,22.53,6.62,1.57,23.0,1.0,6.0,1.0,4.13,5.33,260.35,0.02,9.08,21.46,7.51,1.71
1,2.96,3.87,257.02,0.02,8.31,22.53,6.2,1.54,0.0,2.0,6.0,1.0,3.45,4.41,257.02,0.01,8.4,22.53,6.62,1.57
1,3.26,4.59,277.04,0.05,9.25,21.28,6.5,1.85,1.0,2.0,6.0,1.0,2.96,3.87,257.02,0.02,8.31,22.53,6.2,1.54
1,3.84,5.8,303.75,0.59,10.28,19.85,6.68,2.06,2.0,2.0,6.0,1.0,3.26,4.59,277.04,0.05,9.25,21.28,6.5,1.85
1,3.58,5.63,300.41,1.82,8.57,22.53,6.38,1.88,3.0,2.0,6.0,1.0,3.84,5.8,303.75,0.59,10.28,19.85,6.68,2.06
1,3.22,4.93,280.38,1.68,6.85,27.18,5.96,1.63,4.0,2.0,6.0,1.0,3.58,5.63,300.41,1.82,8.57,22.53,6.38,1.88
1,2.96,4.45,267.03,1.45,5.74,31.47,5.54,1.5,5.0,2.0,6.0,1.0,3.22,4.93,280.38,1.68,6.85,27.18,5.96,1.63
1,2.49,3.73,257.02,1.1,4.71,37.19,5.01,1.36,6.0,2.0,6.0,1.0,2.96,4.45,267.03,1.45,5.74,31.47,5.54,1.5
1,1.99,2.92,247.0,0.7,3.86,40.41,4.11,1.16,7.0,2.0,6.0,1.0,2.49,3.73,257.02,1.1,4.71,37.19,5.01,1.36
5,96.16,103.13,467.3,0.74,6.51,145.91,16.69,2.18,8.0,4.0,11.0,1.0,1.99,2.92,247.0,0.7,3.86,40.41,4.11,1.16
5,91.64,98.23,453.95,0.7,6.94,147.34,15.97,2.25,9.0,4.0,11.0,5.0,96.16,103.13,467.3,0.74,6.51,145.91,16.69,2.18
5,102.1,111.69,734.33,2.85,24.68,111.58,19.07,7.41,10.0,4.0,11.0,5.0,91.64,98.23,453.95,0.7,6.94,147.34,15.97,2.25
5,123.49,138.18,1255.04,5.87,59.63,72.24,28.37,17.73,11.0,4.0,11.0,5.0,102.1,111.69,734.33,2.85,24.68,111.58,19.07,7.41
5,147.03,166.06,1815.8,6.09,108.3,27.54,41.96,29.39,12.0,4.0,11.0,5.0,123.49,138.18,1255.04,5.87,59.63,72.24,28.37,17.73
5,167.13,190.51,2243.04,13.63,131.61,0.77,53.88,40.02,13.0,4.0,11.0,5.0,147.03,166.06,1815.8,6.09,108.3,27.54,41.96,29.39
5,181.42,209.9,2429.96,23.25,119.27,0.02,56.27,46.1,14.0,4.0,11.0,5.0,167.13,190.51,2243.04,13.63,131.61,0.77,53.88,40.02
5,191.75,225.14,2510.07,25.03,104.19,0.01,50.07,45.09,15.0,4.0,11.0,5.0,181.42,209.9,2429.96,23.25,119.27,0.02,56.27,46.1
5,198.85,236.0,2510.07,20.56,91.85,0.02,41.01,41.04,16.0,4.0,11.0,5.0,191.75,225.14,2510.07,25.03,104.19,0.01,50.07,45.09
5,205.54,246.99,2483.37,18.78,83.63,0.02,38.62,43.06,17.0,4.0,11.0,5.0,198.85,236.0,2510.07,20.56,91.85,0.02,41.01,41.04
5,200.74,244.59,2296.45,17.66,78.14,0.03,35.76,45.6,18.0,4.0,11.0,5.0,205.54,246.99,2483.37,18.78,83.63,0.02,38.62,43.06
5,189.05,233.34,2056.12,14.53,76.09,0.05,32.42,48.64,19.0,4.0,11.0,5.0,200.74,244.59,2296.45,17.66,78.14,0.03,35.76,45.6
5,178.19,221.98,1789.09,9.28,71.29,0.19,29.8,52.69,20.0,4.0,11.0,5.0,189.05,233.34,2056.12,14.53,76.09,0.05,32.42,48.64
5,167.13,209.05,1562.12,4.75,63.75,0.73,27.42,55.73,21.0,4.0,11.0,5.0,178.19,221.98,1789.09,9.28,71.29,0.19,29.8,52.69
5,155.76,194.89,1308.44,1.59,54.15,2.59,24.32,58.77,22.0,4.0,11.0,5.0,167.13,209.05,1562.12,4.75,63.75,0.73,27.42,55.73
5,150.68,187.45,1161.58,0.73,47.3,4.38,23.13,61.81,23.0,4.0,11.0,5.0,155.76,194.89,1308.44,1.59,54.15,2.59,24.32,58.77
5,153.13,188.03,1148.22,1.17,43.87,3.58,24.32,62.82,0.0,5.0,11.0,5.0,150.68,187.45,1161.58,0.73,47.3,4.38,23.13,61.81
5,159.98,193.0,1255.04,4.86,41.47,1.1,25.51,57.76,1.0,5.0,11.0,5.0,153.13,188.03,1148.22,1.17,43.87,3.58,24.32,62.82
5,175.79,211.12,1588.82,19.45,42.5,0.16,33.38,63.84,2.0,5.0,11.0,5.0,159.98,193.0,1255.04,4.86,41.47,1.1,25.51,57.76
5,194.87,234.87,2029.42,43.81,45.93,2.41,42.92,73.97,3.0,5.0,11.0,5.0,175.79,211.12,1588.82,19.45,42.5,0.16,33.38,63.84
5,209.29,249.87,2349.85,54.54,54.15,8.49,50.54,77.01,4.0,5.0,11.0,5.0,194.87,234.87,2029.42,43.81,45.93,2.41,42.92,73.97
5,212.31,247.08,2296.45,36.66,64.43,26.11,50.54,61.81,5.0,5.0,11.0,5.0,209.29,249.87,2349.85,54.54,54.15,8.49,50.54,77.01
5,198.56,223.6,1815.8,13.41,52.78,71.53,41.01,35.46,6.0,5.0,11.0,5.0,212.31,247.08,2296.45,36.66,64.43,26.11,50.54,61.81
5,135.16,146.9,734.33,1.47,13.37,141.62,25.99,9.5,7.0,5.0,11.0,5.0,198.56,223.6,1815.8,13.41,52.78,71.53,41.01,35.46
3,49.76,54.71,534.06,0.68,6.68,123.02,12.99,6.02,8.0,0.0,12.0,5.0,135.16,146.9,734.33,1.47,13.37,141.62,25.99,9.5
3,49.78,54.4,527.38,0.66,6.77,127.32,13.59,5.64,9.0,0.0,12.0,3.0,49.76,54.71,534.06,0.68,6.68,123.02,12.99,6.02
4,55.58,60.85,594.14,0.96,11.48,128.75,16.69,6.46,10.0,0.0,12.0,3.0,49.78,54.4,527.38,0.66,6.77,127.32,13.59,5.64
4,64.15,71.0,720.98,1.3,22.96,120.16,20.27,8.36,11.0,0.0,12.0,4.0,55.58,60.85,594.14,0.96,11.48,128.75,16.69,6.46
4,69.78,78.39,834.47,0.59,36.67,103.0,22.17,10.13,12.0,0.0,12.0,4.0,64.15,71.0,720.98,1.3,22.96,120.16,20.27,8.36
5,79.13,92.57,1108.17,0.01,55.52,62.94,21.93,15.07,13.0,0.0,12.0,4.0,69.78,78.39,834.47,0.59,36.67,103.0,22.17,10.13
5,94.92,116.78,1441.96,0.18,71.29,22.17,21.93,21.79,14.0,0.0,12.0,5.0,79.13,92.57,1108.17,0.01,55.52,62.94,21.93,15.07
5,107.97,138.61,1642.23,2.12,73.34,5.1,21.7,27.36,15.0,0.0,12.0,5.0,94.92,116.78,1441.96,0.18,71.29,22.17,21.93,21.79
5,123.81,162.77,1869.2,6.03,70.6,0.97,23.84,34.45,16.0,0.0,12.0,5.0,107.97,138.61,1642.23,2.12,73.34,5.1,21.7,27.36
5,146.28,191.73,2189.64,11.73,69.92,0.11,29.56,42.05,17.0,0.0,12.0,5.0,123.81,162.77,1869.2,6.03,70.6,0.97,23.84,34.45
5,165.88,214.1,2429.96,18.33,71.97,0.01,35.29,49.14,18.0,0.0,12.0,5.0,146.28,191.73,2189.64,11.73,69.92,0.11,29.56,42.05
5,173.96,218.91,2510.07,19.22,80.2,0.01,42.44,58.26,19.0,0.0,12.0,5.0,165.88,214.1,2429.96,18.33,71.97,0.01,35.29,49.14
5,175.16,217.79,2483.37,16.99,84.31,0.01,47.21,65.86,20.0,0.0,12.0,5.0,173.96,218.91,2510.07,19.22,80.2,0.01,42.44,58.26
5,176.25,219.8,2429.96,14.98,83.63,0.02,48.64,72.96,21.0,0.0,12.0,5.0,175.16,217.79,2483.37,16.99,84.31,0.01,47.21,65.86
5,159.56,204.05,2136.23,10.62,75.4,0.13,42.92,74.98,22.0,0.0,12.0,5.0,176.25,219.8,2429.96,14.98,83.63,0.02,48.64,72.96
5,143.99,188.48,1842.5,6.65,67.17,0.35,37.67,77.01,23.0,0.0,12.0,5.0,159.56,204.05,2136.23,10.62,75.4,0.13,42.92,74.98
5,140.51,184.53,1762.39,5.81,63.75,0.43,37.19,82.08,0.0,1.0,12.0,5.0,143.99,188.48,1842.5,6.65,67.17,0.35,37.67,77.01
5,151.01,196.92,1949.31,11.51,65.12,0.09,42.92,93.22,1.0,1.0,12.0,5.0,140.51,184.53,1762.39,5.81,63.75,0.43,37.19,82.08
5,170.74,221.86,2323.15,29.06,65.8,0.02,51.5,103.35,2.0,1.0,12.0,5.0,151.01,196.92,1949.31,11.51,65.12,0.09,42.92,93.22
5,186.75,241.21,2670.29,51.86,65.8,0.68,57.7,106.39,3.0,1.0,12.0,5.0,170.74,221.86,2323.15,29.06,65.8,0.02,51.5,103.35
5,186.84,231.94,2643.59,48.28,61.01,3.08,47.68,66.88,4.0,1.0,12.0,5.0,186.75,241.21,2670.29,51.86,65.8,0.68,57.7,106.39
5,188.56,225.3,2616.88,38.89,62.38,9.03,44.35,47.12,5.0,1.0,12.0,5.0,186.84,231.94,2643.59,48.28,61.01,3.08,47.68,66.88
5,172.22,200.28,2296.45,19.89,65.12,28.25,43.87,35.46,6.0,1.0,12.0,5.0,188.56,225.3,2616.88,38.89,62.38,9.03,44.35,47.12
5,83.37,94.78,974.66,3.07,22.62,104.43,25.51,14.44,7.0,1.0,12.0,5.0,172.22,200.28,2296.45,19.89,65.12,28.25,43.87,35.46
1,3.63,4.31,223.64,0.01,2.78,28.25,2.21,0.78,1.0,2.0,7.0,5.0,83.37,94.78,974.66,3.07,22.62,104.43,25.51,14.44
1,3.91,4.95,247.0,0.04,4.46,27.18,2.62,0.94,2.0,2.0,7.0,1.0,3.63,4.31,223.64,0.01,2.78,28.25,2.21,0.78
1,4.13,5.37,257.02,0.15,5.57,26.11,2.86,1.03,3.0,2.0,7.0,1.0,3.91,4.95,247.0,0.04,4.46,27.18,2.62,0.94
1,4.26,5.57,257.02,0.35,5.1,26.46,3.01,1.04,4.0,2.0,7.0,1.0,4.13,5.37,257.02,0.15,5.57,26.11,2.86,1.03
1,4.02,5.23,250.34,0.41,4.03,28.61,2.86,0.97,5.0,2.0,7.0,1.0,4.26,5.57,257.02,0.35,5.1,26.46,3.01,1.04
1,3.66,4.67,240.33,0.46,3.17,31.47,2.59,0.87,6.0,2.0,7.0,1.0,4.02,5.23,250.34,0.41,4.03,28.61,2.86,0.97
1,3.43,4.29,233.65,0.5,2.51,33.62,2.24,0.78,7.0,2.0,7.0,1.0,3.66,4.67,240.33,0.46,3.17,31.47,2.59,0.87
4,71.59,78.59,373.84,0.47,3.94,145.91,10.73,2.41,8.0,2.0,11.0,1.0,3.43,4.29,233.65,0.5,2.51,33.62,2.24,0.78
4,66.1,72.93,357.15,0.47,4.11,143.05,9.89,2.15,9.0,2.0,11.0,4.0,71.59,78.59,373.84,0.47,3.94,145.91,10.73,2.41
4,67.58,75.81,447.27,1.34,11.31,123.02,11.68,4.18,10.0,2.0,11.0,4.0,66.1,72.93,357.15,0.47,4.11,143.05,9.89,2.15
4,73.23,84.17,634.19,2.4,25.36,91.55,13.95,7.54,11.0,2.0,11.0,4.0,67.58,75.81,447.27,1.34,11.31,123.02,11.68,4.18
5,78.36,92.06,827.79,1.52,43.87,57.94,15.74,10.64,12.0,2.0,11.0,4.0,73.23,84.17,634.19,2.4,25.36,91.55,13.95,7.54
5,84.45,101.45,1001.36,0.06,56.21,32.9,17.64,14.57,13.0,2.0,11.0,5.0,78.36,92.06,827.79,1.52,43.87,57.94,15.74,10.64
5,92.82,114.8,1134.87,0.15,56.89,19.85,18.84,19.0,14.0,2.0,11.0,5.0,84.45,101.45,1001.36,0.06,56.21,32.9,17.64,14.57
5,99.26,126.12,1188.28,0.34,52.78,14.84,18.84,22.29,15.0,2.0,11.0,5.0,92.82,114.8,1134.87,0.15,56.89,19.85,18.84,19.0
5,104.55,133.24,1214.98,0.25,46.61,15.91,18.84,24.57,16.0,2.0,11.0,5.0,99.26,126.12,1188.28,0.34,52.78,14.84,18.84,22.29
5,111.93,139.46,1255.04,0.17,43.18,17.7,19.07,25.33,17.0,2.0,11.0,5.0,104.55,133.24,1214.98,0.25,46.61,15.91,18.84,24.57
5,114.88,138.08,1228.33,0.08,41.13,21.28,17.64,23.05,18.0,2.0,11.0,5.0,111.93,139.46,1255.04,0.17,43.18,17.7,19.07,25.33
5,111.68,129.47,1108.17,0.01,36.33,27.89,15.02,19.51,19.0,2.0,11.0,5.0,114.88,138.08,1228.33,0.08,41.13,21.28,17.64,23.05
5,109.43,124.61,1001.36,0.0,29.47,32.54,13.71,18.75,20.0,2.0,11.0,5.0,111.68,129.47,1108.17,0.01,36.33,27.89,15.02,19.51
5,108.13,121.98,907.9,0.0,24.33,34.33,12.76,19.0,21.0,2.0,11.0,5.0,109.43,124.61,1001.36,0.0,29.47,32.54,13.71,18.75
5,106.81,120.51,841.14,0.0,21.25,32.54,11.8,20.01,22.0,2.0,11.0,5.0,108.13,121.98,907.9,0.0,24.33,34.33,12.76,19.0
5,107.76,122.0,827.79,0.01,20.56,27.54,11.32,21.03,23.0,2.0,11.0,5.0,106.81,120.51,841.14,0.0,21.25,32.54,11.8,20.01
5,111.52,126.64,867.84,0.07,22.96,20.38,11.8,21.79,0.0,3.0,11.0,5.0,107.76,122.0,827.79,0.01,20.56,27.54,11.32,21.03
5,120.8,138.56,1041.41,1.62,31.87,9.03,16.93,27.11,1.0,3.0,11.0,5.0,111.52,126.64,867.84,0.07,22.96,20.38,11.8,21.79
5,142.77,167.3,1522.06,17.21,42.5,0.6,30.04,41.04,2.0,3.0,11.0,5.0,120.8,138.56,1041.41,1.62,31.87,9.03,16.93,27.11
5,168.63,200.89,2136.23,48.28,47.98,3.67,43.87,55.22,3.0,3.0,11.0,5.0,142.77,167.3,1522.06,17.21,42.5,0.6,30.04,41.04
5,192.3,227.55,2536.77,59.01,61.69,12.16,56.27,62.82,4.0,3.0,11.0,5.0,168.63,200.89,2136.23,48.28,47.98,3.67,43.87,55.22
5,202.21,233.34,2349.85,33.53,75.4,42.92,58.17,53.2,5.0,3.0,11.0,5.0,192.3,227.55,2536.77,59.01,61.69,12.16,56.27,62.82
5,189.94,211.79,1708.98,10.51,52.78,110.15,46.25,30.4,6.0,3.0,11.0,5.0,202.21,233.34,2349.85,33.53,75.4,42.92,58.17,53.2
5,119.92,128.98,654.22,1.23,10.28,155.93,21.93,6.02,7.0,3.0,11.0,5.0,189.94,211.79,1708.98,10.51,52.78,110.15,46.25,30.4
1,2.71,3.92,216.96,0.54,1.93,32.19,2.18,1.28,8.0,5.0,8.0,5.0,119.92,128.98,654.22,1.23,10.28,155.93,21.93,6.02
1,3.35,4.57,213.62,0.54,2.12,32.9,2.26,1.38,9.0,5.0,8.0,1.0,2.71,3.92,216.96,0.54,1.93,32.19,2.18,1.28
1,3.92,5.2,213.62,0.58,2.36,31.83,2.21,1.41,10.0,5.0,8.0,1.0,3.35,4.57,213.62,0.54,2.12,32.9,2.26,1.38
1,3.72,4.99,223.64,0.8,3.0,28.25,2.18,1.46,11.0,5.0,8.0,1.0,3.92,5.2,213.62,0.58,2.36,31.83,2.21,1.41
1,2.94,4.15,233.65,1.03,3.9,23.25,2.18,1.46,12.0,5.0,8.0,1.0,3.72,4.99,223.64,0.8,3.0,28.25,2.18,1.46
1,2.9,4.22,247.0,0.72,5.36,19.67,2.32,1.42,13.0,5.0,8.0,1.0,2.94,4.15,233.65,1.03,3.9,23.25,2.18,1.46
1,3.09,4.7,250.34,0.1,6.25,18.6,2.47,1.42,14.0,5.0,8.0,1.0,2.9,4.22,247.0,0.72,5.36,19.67,2.32,1.42
1,3.42,5.3,250.34,0.05,6.0,19.67,2.62,1.39,15.0,5.0,8.0,1.0,3.09,4.7,250.34,0.1,6.25,18.6,2.47,1.42
1,3.86,6.22,250.34,0.05,6.43,19.13,3.01,1.5,16.0,5.0,8.0,1.0,3.42,5.3,250.34,0.05,6.0,19.67,2.62,1.39
1,3.84,6.55,243.66,0.05,6.34,18.42,2.89,1.46,17.0,5.0,8.0,1.0,3.86,6.22,250.34,0.05,6.43,19.13,3.01,1.5
1,3.39,5.94,230.31,0.04,5.57,18.95,2.47,1.3,18.0,5.0,8.0,1.0,3.84,6.55,243.66,0.05,6.34,18.42,2.89,1.46
1,3.0,5.37,216.96,0.03,4.54,20.21,2.15,1.14,19.0,5.0,8.0,1.0,3.39,5.94,230.31,0.04,5.57,18.95,2.47,1.3
1,3.13,5.78,211.95,0.02,3.81,21.28,2.18,1.08,20.0,5.0,8.0,1.0,3.0,5.37,216.96,0.03,4.54,20.21,2.15,1.14
1,3.06,5.94,208.62,0.01,3.47,22.35,2.18,1.06,21.0,5.0,8.0,1.0,3.13,5.78,211.95,0.02,3.81,21.28,2.18,1.08
1,2.88,5.61,205.28,0.01,3.17,23.25,2.09,1.04,22.0,5.0,8.0,1.0,3.06,5.94,208.62,0.01,3.47,22.35,2.18,1.06
1,3.2,5.78,206.95,0.01,3.17,23.25,2.21,1.12,23.0,5.0,8.0,1.0,2.88,5.61,205.28,0.01,3.17,23.25,2.09,1.04
1,3.47,5.93,210.29,0.02,-9999.0,22.71,2.5,1.25,0.0,6.0,8.0,1.0,3.2,5.78,206.95,0.01,3.17,23.25,2.21,1.12
1,3.85,6.4,226.97,0.04,4.2,21.1,2.98,1.46,1.0,6.0,8.0,1.0,3.47,5.93,210.29,0.02,-9999.0,22.71,2.5,1.25
1,3.9,6.86,247.0,0.18,5.18,19.13,3.22,1.6,2.0,6.0,8.0,1.0,3.85,6.4,226.97,0.04,4.2,21.1,2.98,1.46
1,3.36,6.42,250.34,0.72,4.58,19.49,3.07,1.52,3.0,6.0,8.0,1.0,3.9,6.86,247.0,0.18,5.18,19.13,3.22,1.6
1,2.75,5.39,240.33,0.85,3.56,21.64,2.86,1.38,4.0,6.0,8.0,1.0,3.36,6.42,250.34,0.72,4.58,19.49,3.07,1.52
1,2.39,4.56,233.65,0.75,2.87,23.6,2.74,1.33,5.0,6.0,8.0,1.0,2.75,5.39,240.33,0.85,3.56,21.64,2.86,1.38
1,2.06,3.79,230.31,0.59,2.33,26.11,2.44,1.27,6.0,6.0,8.0,1.0,2.39,4.56,233.65,0.75,2.87,23.6,2.74,1.33
1,1.84,3.29,230.31,0.4,1.97,28.25,2.0,1.17,7.0,6.0,8.0,1.0,2.06,3.79,230.31,0.59,2.33,26.11,2.44,1.27
4,71.27,75.92,403.88,0.56,4.46,130.18,10.61,2.41,8.0,1.0,11.0,1.0,1.84,3.29,230.31,0.4,1.97,28.25,2.0,1.17
4,70.13,74.67,393.87,0.5,4.5,128.75,9.18,2.28,9.0,1.0,11.0,4.0,71.27,75.92,403.88,0.56,4.46,130.18,10.61,2.41
5,75.36,81.17,480.65,1.03,10.2,114.44,10.49,4.24,10.0,1.0,11.0,4.0,70.13,74.67,393.87,0.5,4.5,128.75,9.18,2.28
5,81.74,89.56,607.49,1.3,19.36,92.98,12.04,6.97,11.0,1.0,11.0,5.0,75.36,81.17,480.65,1.03,10.2,114.44,10.49,4.24
5,85.68,95.31,707.63,0.52,29.82,70.1,12.4,9.25,12.0,1.0,11.0,5.0,81.74,89.56,607.49,1.3,19.36,92.98,12.04,6.97
5,90.63,102.75,814.44,0.01,36.33,51.5,13.23,12.41,13.0,1.0,11.0,5.0,85.68,95.31,707.63,0.52,29.82,70.1,12.4,9.25
5,99.01,115.03,961.3,0.0,38.73,38.62,15.02,16.72,14.0,1.0,11.0,5.0,90.63,102.75,814.44,0.01,36.33,51.5,13.23,12.41
5,106.19,126.13,1068.12,0.01,38.04,31.47,15.97,19.76,15.0,1.0,11.0,5.0,99.01,115.03,961.3,0.0,38.73,38.62,15.02,16.72
