aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,hour,day_of_week,month,aqi_lag_1h,pm2_5_lag_1h,pm10_lag_1h,co_lag_1h,no_lag_1h,no2_lag_1h,o3_lag_1h,so2_lag_1h,nh3_lag_1h
4,53.84,59.5,423.91,0.51,4.8,134.47,10.37,3.86,9.0,1.0,1.0,4.0,60.9,67.32,453.95,0.56,4.84,135.9,10.85,4.5
4,55.44,61.66,487.33,0.95,10.2,127.32,14.07,5.07,10.0,1.0,1.0,4.0,53.84,59.5,423.91,0.51,4.8,134.47,10.37,3.86
4,62.48,70.24,654.22,1.49,22.28,110.15,20.27,7.73,11.0,1.0,1.0,4.0,55.44,61.66,487.33,0.95,10.2,127.32,14.07,5.07
4,67.03,76.39,814.44,0.86,37.36,87.26,23.84,10.01,12.0,1.0,1.0,4.0,62.48,70.24,654.22,1.49,22.28,110.15,20.27,7.73
5,75.02,88.05,1041.41,0.04,53.47,55.07,24.56,14.19,13.0,1.0,1.0,4.0,67.03,76.39,814.44,0.86,37.36,87.26,23.84,10.01
5,90.98,111.65,1361.85,0.09,67.86,24.32,24.08,20.01,14.0,1.0,1.0,5.0,75.02,88.05,1041.41,0.04,53.47,55.07,24.56,14.19
5,105.57,133.85,1508.71,0.42,69.23,13.77,21.7,23.81,15.0,1.0,1.0,5.0,90.98,111.65,1361.85,0.09,67.86,24.32,24.08,20.01
5,123.32,157.29,1575.47,0.5,65.8,12.16,21.22,25.59,16.0,1.0,1.0,5.0,105.57,133.85,1508.71,0.42,69.23,13.77,21.7,23.81
5,144.37,182.82,1602.17,1.02,61.69,7.96,20.5,25.33,17.0,1.0,1.0,5.0,123.32,157.29,1575.47,0.5,65.8,12.16,21.22,25.59
5,159.72,198.92,1482.01,1.58,54.15,5.1,17.17,19.76,18.0,1.0,1.0,5.0,144.37,182.82,1602.17,1.02,61.69,7.96,20.5,25.33
5,174.93,211.21,1308.44,1.01,46.61,5.99,17.88,18.75,19.0,1.0,1.0,5.0,159.72,198.92,1482.01,1.58,54.15,5.1,17.17,19.76
5,194.01,229.28,1268.39,0.41,43.53,8.4,24.56,23.56,20.0,1.0,1.0,5.0,174.93,211.21,1308.44,1.01,46.61,5.99,17.88,18.75
5,207.4,242.63,1321.79,0.28,43.87,9.03,31.47,29.13,21.0,1.0,1.0,5.0,194.01,229.28,1268.39,0.41,43.53,8.4,24.56,23.56
5,214.77,249.97,1335.14,0.24,43.53,9.3,34.81,34.96,22.0,1.0,1.0,5.0,207.4,242.63,1321.79,0.28,43.87,9.03,31.47,29.13
5,214.72,249.9,1361.85,0.3,43.87,8.76,36.72,41.54,23.0,1.0,1.0,5.0,214.77,249.97,1335.14,0.24,43.53,9.3,34.81,34.96
5,206.63,242.74,1415.25,1.02,46.61,4.92,38.62,49.65,0.0,2.0,1.0,5.0,214.72,249.9,1361.85,0.3,43.87,8.76,36.72,41.54
5,194.35,231.91,1548.77,6.48,49.35,0.79,41.01,56.74,1.0,2.0,1.0,5.0,206.63,242.74,1415.25,1.02,46.61,4.92,38.62,49.65
5,200.6,242.41,1976.01,25.7,50.72,0.01,47.21,64.34,2.0,2.0,1.0,5.0,194.35,231.91,1548.77,6.48,49.35,0.79,41.01,56.74
5,218.82,266.28,2536.77,56.77,53.47,0.75,56.27,72.96,3.0,2.0,1.0,5.0,200.6,242.41,1976.01,25.7,50.72,0.01,47.21,64.34
5,234.5,283.2,2964.02,74.21,56.21,4.47,61.99,72.96,4.0,2.0,1.0,5.0,218.82,266.28,2536.77,56.77,53.47,0.75,56.27,72.96
5,230.77,272.63,2964.02,56.33,63.75,14.84,51.02,53.2,5.0,2.0,1.0,5.0,234.5,283.2,2964.02,74.21,56.21,4.47,61.99,72.96
5,206.86,237.86,2403.26,22.35,61.69,52.21,36.72,31.66,6.0,2.0,1.0,5.0,230.77,272.63,2964.02,56.33,63.75,14.84,51.02,53.2
5,102.0,114.12,794.41,1.87,14.05,125.89,22.17,10.77,7.0,2.0,1.0,5.0,206.86,237.86,2403.26,22.35,61.69,52.21,36.72,31.66
4,39.69,45.98,433.92,0.66,5.18,145.91,10.25,3.48,8.0,0.0,2.0,5.0,102.0,114.12,794.41,1.87,14.05,125.89,22.17,10.77
4,40.59,46.48,440.6,0.59,5.27,154.5,10.13,3.7,9.0,0.0,2.0,4.0,39.69,45.98,433.92,0.66,5.18,145.91,10.25,3.48
4,39.02,44.74,433.92,0.61,6.0,153.06,9.42,3.93,10.0,0.0,2.0,4.0,40.59,46.48,440.6,0.59,5.27,154.5,10.13,3.7
4,35.51,40.85,433.92,0.69,7.71,141.62,9.3,4.05,11.0,0.0,2.0,4.0,39.02,44.74,433.92,0.61,6.0,153.06,9.42,3.93
3,35.88,40.97,433.92,0.52,9.68,133.04,10.25,3.8,12.0,0.0,2.0,4.0,35.51,40.85,433.92,0.69,7.71,141.62,9.3,4.05
3,46.81,52.91,467.3,0.08,13.02,137.33,14.54,4.56,13.0,0.0,2.0,3.0,35.88,40.97,433.92,0.52,9.68,133.04,10.25,3.8
5,82.17,92.47,594.14,0.0,18.16,157.36,30.52,6.71,14.0,0.0,2.0,3.0,46.81,52.91,467.3,0.08,13.02,137.33,14.54,4.56
5,112.34,126.99,727.65,0.0,22.62,158.79,46.73,8.23,15.0,0.0,2.0,5.0,82.17,92.47,594.14,0.0,18.16,157.36,30.52,6.71
5,111.1,128.42,821.11,0.0,27.76,124.45,48.16,10.64,16.0,0.0,2.0,5.0,112.34,126.99,727.65,0.0,22.62,158.79,46.73,8.23
5,104.96,124.67,881.2,0.0,33.24,85.12,41.48,13.17,17.0,0.0,2.0,5.0,111.1,128.42,821.11,0.0,27.76,124.45,48.16,10.64
5,98.04,118.14,854.49,0.0,35.99,57.94,34.33,13.43,18.0,0.0,2.0,5.0,104.96,124.67,881.2,0.0,33.24,85.12,41.48,13.17
5,94.24,112.24,794.41,0.0,34.62,44.35,29.33,12.16,19.0,0.0,2.0,5.0,98.04,118.14,854.49,0.0,35.99,57.94,34.33,13.43
5,94.61,110.45,747.68,0.0,31.19,38.27,27.66,11.15,20.0,0.0,2.0,5.0,94.24,112.24,794.41,0.0,34.62,44.35,29.33,12.16
5,93.2,107.25,707.63,0.0,27.76,37.19,26.46,10.26,21.0,0.0,2.0,5.0,94.61,110.45,747.68,0.0,31.19,38.27,27.66,11.15
5,89.55,102.43,694.27,0.0,25.02,35.05,23.37,11.4,22.0,0.0,2.0,5.0,93.2,107.25,707.63,0.0,27.76,37.19,26.46,10.26
5,91.35,104.82,754.36,0.01,25.36,26.82,20.98,14.95,23.0,0.0,2.0,5.0,89.55,102.43,694.27,0.0,25.02,35.05,23.37,11.4
5,100.93,116.29,894.55,0.18,29.82,16.09,21.7,19.0,0.0,1.0,2.0,5.0,91.35,104.82,754.36,0.01,25.36,26.82,20.98,14.95
5,121.76,141.75,1228.33,4.14,39.41,3.53,28.37,26.35,1.0,1.0,2.0,5.0,100.93,116.29,894.55,0.18,29.82,16.09,21.7,19.0
5,152.81,180.48,1789.09,22.35,45.93,0.03,36.72,34.96,2.0,1.0,2.0,5.0,121.76,141.75,1228.33,4.14,39.41,3.53,28.37,26.35
5,179.29,213.06,2349.85,49.17,48.67,2.32,41.48,39.01,3.0,1.0,2.0,5.0,152.81,180.48,1789.09,22.35,45.93,0.03,36.72,34.96
5,181.09,213.28,2349.85,46.04,54.84,13.41,44.35,35.46,4.0,1.0,2.0,5.0,179.29,213.06,2349.85,49.17,48.67,2.32,41.48,39.01
5,188.82,219.8,2323.15,29.95,69.23,43.63,46.25,31.16,5.0,1.0,2.0,5.0,181.09,213.28,2349.85,46.04,54.84,13.41,44.35,35.46
5,210.64,239.63,2269.74,13.52,72.66,120.16,48.16,26.35,6.0,1.0,2.0,5.0,188.82,219.8,2323.15,29.95,69.23,43.63,46.25,31.16
5,93.73,104.04,907.9,3.49,25.7,157.36,41.48,9.5,7.0,1.0,2.0,5.0,210.64,239.63,2269.74,13.52,72.66,120.16,48.16,26.35
3,16.74,19.12,467.3,0.31,4.03,138.76,8.11,3.93,8.0,3.0,5.0,5.0,93.73,104.04,907.9,3.49,25.7,157.36,41.48,9.5
3,16.03,18.41,453.95,0.28,4.24,134.47,7.27,3.61,9.0,3.0,5.0,3.0,16.74,19.12,467.3,0.31,4.03,138.76,8.11,3.93
3,15.05,17.38,440.6,0.24,4.5,128.75,6.14,3.39,10.0,3.0,5.0,3.0,16.03,18.41,453.95,0.28,4.24,134.47,7.27,3.61
3,14.21,16.55,440.6,0.21,4.93,125.89,4.95,3.42,11.0,3.0,5.0,3.0,15.05,17.38,440.6,0.24,4.5,128.75,6.14,3.39
3,14.38,16.92,440.6,0.14,5.01,123.02,3.76,3.64,12.0,3.0,5.0,3.0,14.21,16.55,440.6,0.21,4.93,125.89,4.95,3.42
3,22.01,26.08,500.68,0.07,8.74,120.16,5.9,5.07,13.0,3.0,5.0,3.0,14.38,16.92,440.6,0.14,5.01,123.02,3.76,3.64
3,36.17,43.44,620.84,0.0,14.74,113.01,10.85,7.41,14.0,3.0,5.0,3.0,22.01,26.08,500.68,0.07,8.74,120.16,5.9,5.07
3,48.3,59.07,714.3,0.0,18.68,110.15,14.9,9.63,15.0,3.0,5.0,3.0,36.17,43.44,620.84,0.0,14.74,113.01,10.85,7.41
4,63.34,80.45,974.66,0.0,29.82,82.25,19.31,15.83,16.0,3.0,5.0,3.0,48.3,59.07,714.3,0.0,18.68,110.15,14.9,9.63
5,80.84,106.06,1281.74,0.0,42.5,43.27,20.74,21.28,17.0,3.0,5.0,4.0,63.34,80.45,974.66,0.0,29.82,82.25,19.31,15.83
5,87.4,116.4,1335.14,0.07,44.55,19.67,17.17,21.28,18.0,3.0,5.0,5.0,80.84,106.06,1281.74,0.0,42.5,43.27,20.74,21.28
5,81.23,109.59,1148.22,0.18,35.64,12.7,12.28,18.49,19.0,3.0,5.0,5.0,87.4,116.4,1335.14,0.07,44.55,19.67,17.17,21.28
5,75.78,103.42,988.01,0.12,27.42,12.87,11.09,17.48,20.0,3.0,5.0,5.0,81.23,109.59,1148.22,0.18,35.64,12.7,12.28,18.49
4,74.64,102.68,921.25,0.09,24.33,13.05,12.16,19.51,21.0,3.0,5.0,5.0,75.78,103.42,988.01,0.12,27.42,12.87,11.09,17.48
4,71.64,99.59,847.82,0.06,21.08,14.31,12.87,21.79,22.0,3.0,5.0,4.0,74.64,102.68,921.25,0.09,24.33,13.05,12.16,19.51
4,66.06,93.25,747.68,0.06,17.48,15.38,11.32,18.75,23.0,3.0,5.0,4.0,71.64,99.59,847.82,0.06,21.08,14.31,12.87,21.79
4,61.2,87.5,694.27,0.16,16.96,13.41,10.01,14.69,0.0,4.0,5.0,4.0,66.06,93.25,747.68,0.06,17.48,15.38,11.32,18.75
4,62.28,90.34,794.41,2.32,21.42,5.23,10.49,13.43,1.0,4.0,5.0,4.0,61.2,87.5,694.27,0.16,16.96,13.41,10.01,14.69
4,64.58,97.73,988.01,13.52,21.42,2.64,12.04,14.69,2.0,4.0,5.0,4.0,62.28,90.34,794.41,2.32,21.42,5.23,10.49,13.43
4,57.14,94.65,988.01,21.01,20.91,9.3,11.21,13.3,3.0,4.0,5.0,4.0,64.58,97.73,988.01,13.52,21.42,2.64,12.04,14.69
3,27.18,40.71,447.27,0.79,6.25,103.0,6.5,3.93,4.0,4.0,5.0,4.0,57.14,94.65,988.01,21.01,20.91,9.3,11.21,13.3
3,24.91,33.43,423.91,0.34,3.13,121.59,5.3,3.7,5.0,4.0,5.0,3.0,27.18,40.71,447.27,0.79,6.25,103.0,6.5,3.93
3,27.84,37.01,407.22,0.27,2.59,128.75,5.54,3.67,6.0,4.0,5.0,3.0,24.91,33.43,423.91,0.34,3.13,121.59,5.3,3.7
3,30.88,40.59,400.54,0.24,2.55,131.61,6.02,3.61,7.0,4.0,5.0,3.0,27.84,37.01,407.22,0.27,2.59,128.75,5.54,3.67
3,45.07,63.77,347.14,0.39,4.46,130.18,9.3,3.42,8.0,1.0,10.0,3.0,30.88,40.59,400.54,0.24,2.55,131.61,6.02,3.61
3,38.68,56.81,323.77,0.3,4.58,118.73,7.51,3.01,9.0,1.0,10.0,3.0,45.07,63.77,347.14,0.39,4.46,130.18,9.3,3.42
3,39.76,58.73,393.87,0.68,10.28,101.57,9.18,4.69,10.0,1.0,10.0,3.0,38.68,56.81,323.77,0.3,4.58,118.73,7.51,3.01
3,44.93,65.59,534.06,1.34,20.22,79.39,11.8,7.41,11.0,1.0,10.0,3.0,39.76,58.73,393.87,0.68,10.28,101.57,9.18,4.69
3,48.37,70.82,654.22,0.99,31.53,57.22,12.52,9.63,12.0,1.0,10.0,3.0,44.93,65.59,534.06,1.34,20.22,79.39,11.8,7.41
4,53.38,79.8,867.84,0.25,47.98,20.56,13.83,13.55,13.0,1.0,10.0,3.0,48.37,70.82,654.22,0.99,31.53,57.22,12.52,9.63
4,62.58,93.89,1054.76,1.93,50.72,5.68,16.45,17.48,14.0,1.0,10.0,4.0,53.38,79.8,867.84,0.25,47.98,20.56,13.83,13.55
4,72.55,108.74,1201.63,5.31,47.3,1.25,18.6,20.77,15.0,1.0,10.0,4.0,62.58,93.89,1054.76,1.93,50.72,5.68,16.45,17.48
5,85.24,123.98,1295.09,4.36,46.61,1.61,20.98,23.81,16.0,1.0,10.0,4.0,72.55,108.74,1201.63,5.31,47.3,1.25,18.6,20.77
5,95.63,138.56,1428.6,8.94,42.16,0.27,22.41,27.36,17.0,1.0,10.0,5.0,85.24,123.98,1295.09,4.36,46.61,1.61,20.98,23.81
5,97.09,141.88,1415.25,12.85,38.04,0.06,21.46,29.89,18.0,1.0,10.0,5.0,95.63,138.56,1428.6,8.94,42.16,0.27,22.41,27.36
5,112.66,165.94,1708.98,39.34,25.7,0.0,20.03,33.94,19.0,1.0,10.0,5.0,97.09,141.88,1415.25,12.85,38.04,0.06,21.46,29.89
5,106.63,157.45,1535.42,35.32,21.42,0.0,15.74,30.65,20.0,1.0,10.0,5.0,112.66,165.94,1708.98,39.34,25.7,0.0,20.03,33.94
5,105.54,151.47,1401.9,27.49,19.36,0.0,12.4,26.35,21.0,1.0,10.0,5.0,106.63,157.45,1535.42,35.32,21.42,0.0,15.74,30.65
5,98.82,138.58,1201.63,17.88,18.34,0.02,9.42,22.8,22.0,1.0,10.0,5.0,105.54,151.47,1401.9,27.49,19.36,0.0,12.4,26.35
5,95.11,130.2,1081.47,13.08,17.31,0.04,8.7,21.03,23.0,1.0,10.0,5.0,98.82,138.58,1201.63,17.88,18.34,0.02,9.42,22.8
5,98.81,132.03,1108.17,13.97,16.62,0.02,9.66,20.77,0.0,2.0,10.0,5.0,95.11,130.2,1081.47,13.08,17.31,0.04,8.7,21.03
5,109.67,143.7,1308.44,21.46,17.31,0.01,13.35,22.55,1.0,2.0,10.0,5.0,98.81,132.03,1108.17,13.97,16.62,0.02,9.66,20.77
5,104.58,139.1,1428.6,22.35,30.16,0.28,25.27,35.46,2.0,2.0,10.0,5.0,109.67,143.7,1308.44,21.46,17.31,0.01,13.35,22.55
5,165.16,213.62,2536.77,80.47,25.7,1.65,32.42,39.01,3.0,2.0,10.0,5.0,104.58,139.1,1428.6,22.35,30.16,0.28,25.27,35.46
5,168.54,213.64,2590.18,64.37,50.72,11.98,39.58,56.74,4.0,2.0,10.0,5.0,165.16,213.62,2536.77,80.47,25.7,1.65,32.42,39.01
5,146.97,184.88,2136.23,26.38,67.86,37.91,48.16,42.56,5.0,2.0,10.0,5.0,168.54,213.64,2590.18,64.37,50.72,11.98,39.58,56.74
5,114.21,142.93,1401.9,6.65,41.13,94.41,34.81,23.56,6.0,2.0,10.0,5.0,146.97,184.88,2136.23,26.38,67.86,37.91,48.16,42.56
4,70.76,91.06,480.65,0.7,6.0,155.93,17.64,5.57,7.0,2.0,10.0,5.0,114.21,142.93,1401.9,6.65,41.13,94.41,34.81,23.56
5,91.18,97.67,433.92,0.67,5.74,130.18,12.4,3.42,8.0,1.0,12.0,4.0,70.76,91.06,480.65,0.7,6.0,155.93,17.64,5.57
5,94.29,100.71,427.25,0.64,5.83,133.04,12.28,2.75,9.0,1.0,12.0,5.0,91.18,97.67,433.92,0.67,5.74,130.18,12.4,3.42
5,96.84,103.42,447.27,0.73,7.8,131.61,13.59,2.94,10.0,1.0,12.0,5.0,94.29,100.71,427.25,0.64,5.83,133.04,12.28,2.75
5,99.29,106.28,500.68,0.73,12.34,123.02,15.97,3.86,11.0,1.0,12.0,5.0,96.84,103.42,447.27,0.73,7.8,131.61,13.59,2.94
5,99.73,107.09,547.41,0.27,17.48,111.58,17.17,4.88,12.0,1.0,12.0,5.0,99.29,106.28,500.68,0.73,12.34,123.02,15.97,3.86
5,98.48,106.3,594.14,0.01,19.54,103.0,17.88,6.21,13.0,1.0,12.0,5.0,99.73,107.09,547.41,0.27,17.48,111.58,17.17,4.88
5,93.11,101.55,647.54,0.0,20.91,92.98,18.36,8.87,14.0,1.0,12.0,5.0,98.48,106.3,594.14,0.01,19.54,103.0,17.88,6.21
5,83.07,91.62,654.22,0.0,19.54,83.68,16.93,10.89,15.0,1.0,12.0,5.0,93.11,101.55,647.54,0.0,20.91,92.98,18.36,8.87
5,77.54,86.26,654.22,0.0,17.82,75.82,15.26,12.54,16.0,1.0,12.0,5.0,83.07,91.62,654.22,0.0,19.54,83.68,16.93,10.89
5,80.83,90.48,700.95,0.0,18.85,67.23,14.66,14.44,17.0,1.0,12.0,5.0,77.54,86.26,654.22,0.0,17.82,75.82,15.26,12.54
5,82.67,92.27,680.92,0.0,19.36,61.51,13.11,14.57,18.0,1.0,12.0,5.0,80.83,90.48,700.95,0.0,18.85,67.23,14.66,14.44
5,80.63,89.28,634.19,0.0,18.51,57.94,11.09,13.93,19.0,1.0,12.0,5.0,82.67,92.27,680.92,0.0,19.36,61.51,13.11,14.57
5,79.73,88.04,614.17,0.0,16.79,55.07,10.25,14.19,20.0,1.0,12.0,5.0,80.63,89.28,634.19,0.0,18.51,57.94,11.09,13.93
5,80.64,88.98,614.17,0.0,15.25,52.93,9.78,14.06,21.0,1.0,12.0,5.0,79.73,88.04,614.17,0.0,16.79,55.07,10.25,14.19
5,83.28,92.15,634.19,0.0,15.08,49.35,9.54,13.55,22.0,1.0,12.0,5.0,80.64,88.98,614.17,0.0,15.25,52.93,9.78,14.06
5,87.96,97.73,687.6,0.0,16.45,42.56,9.54,12.92,23.0,1.0,12.0,5.0,83.28,92.15,634.19,0.0,15.08,49.35,9.54,13.55
5,94.05,105.01,761.03,0.01,20.05,34.33,10.25,12.67,0.0,2.0,12.0,5.0,87.96,97.73,687.6,0.0,16.45,42.56,9.54,12.92
5,104.29,117.77,934.6,0.28,29.13,21.64,12.76,14.69,1.0,2.0,12.0,5.0,94.05,105.01,761.03,0.01,20.05,34.33,10.25,12.67
5,123.05,141.88,1295.09,5.42,43.53,4.11,17.64,19.51,2.0,2.0,12.0,5.0,104.29,117.77,934.6,0.28,29.13,21.64,12.76,14.69
5,135.64,157.89,1588.82,19.45,44.55,3.62,20.74,23.05,3.0,2.0,12.0,5.0,123.05,141.88,1295.09,5.42,43.53,4.11,17.64,19.51
5,132.47,152.42,1468.66,17.88,40.44,18.42,22.65,21.79,4.0,2.0,12.0,5.0,135.64,157.89,1588.82,19.45,44.55,3.62,20.74,23.05
5,128.67,145.08,1241.68,11.51,32.9,41.48,23.6,18.75,5.0,2.0,12.0,5.0,132.47,152.42,1468.66,17.88,40.44,18.42,22.65,21.79
5,122.88,135.61,947.95,5.59,23.31,78.68,24.08,15.07,6.0,2.0,12.0,5.0,128.67,145.08,1241.68,11.51,32.9,41.48,23.6,18.75
5,108.04,116.55,587.46,1.54,10.2,127.32,18.84,7.47,7.0,2.0,12.0,5.0,122.88,135.61,947.95,5.59,23.31,78.68,24.08,15.07
2,14.41,16.52,393.87,0.47,17.99,14.48,6.2,1.85,8.0,6.0,8.0,5.0,108.04,116.55,587.46,1.54,10.2,127.32,18.84,7.47
2,11.99,13.93,370.5,0.13,14.91,21.1,5.54,1.96,9.0,6.0,8.0,2.0,14.41,16.52,393.87,0.47,17.99,14.48,6.2,1.85
2,12.13,14.76,390.53,0.24,16.45,17.88,5.48,2.82,10.0,6.0,8.0,2.0,11.99,13.93,370.5,0.13,14.91,21.1,5.54,1.96
2,14.39,18.26,453.95,1.44,21.25,8.14,5.72,3.8,11.0,6.0,8.0,2.0,12.13,14.76,390.53,0.24,16.45,17.88,5.48,2.82
2,17.79,22.45,520.71,6.15,22.96,2.66,6.14,4.24,12.0,6.0,8.0,2.0,14.39,18.26,453.95,1.44,21.25,8.14,5.72,3.8
3,25.67,30.98,587.46,11.51,23.65,0.76,7.51,4.69,13.0,6.0,8.0,2.0,17.79,22.45,520.71,6.15,22.96,2.66,6.14,4.24
3,37.83,43.82,640.87,12.18,26.39,0.02,9.18,4.43,14.0,6.0,8.0,3.0,25.67,30.98,587.46,11.51,23.65,0.76,7.51,4.69
4,50.67,57.13,714.3,11.73,31.53,0.0,11.09,3.8,15.0,6.0,8.0,3.0,37.83,43.82,640.87,12.18,26.39,0.02,9.18,4.43
4,58.27,65.68,821.11,13.63,33.93,0.0,12.28,4.12,16.0,6.0,8.0,4.0,50.67,57.13,714.3,11.73,31.53,0.0,11.09,3.8
4,63.78,72.56,921.25,17.21,32.22,0.0,11.32,4.88,17.0,6.0,8.0,4.0,58.27,65.68,821.11,13.63,33.93,0.0,12.28,4.12
4,65.43,74.06,947.95,19.67,30.16,0.0,9.3,4.69,18.0,6.0,8.0,4.0,63.78,72.56,921.25,17.21,32.22,0.0,11.32,4.88
4,64.41,71.13,907.9,19.67,28.79,0.0,7.45,4.05,19.0,6.0,8.0,4.0,65.43,74.06,947.95,19.67,30.16,0.0,9.3,4.69
4,63.03,67.95,881.2,17.88,29.47,0.0,7.51,3.74,20.0,6.0,8.0,4.0,64.41,71.13,907.9,19.67,28.79,0.0,7.45,4.05
4,57.07,60.64,821.11,14.98,31.19,0.0,7.63,3.29,21.0,6.0,8.0,4.0,63.03,67.95,881.2,17.88,29.47,0.0,7.51,3.74
3,48.98,52.03,741.0,11.73,30.16,0.0,7.09,3.39,22.0,6.0,8.0,4.0,57.07,60.64,821.11,14.98,31.19,0.0,7.63,3.29
3,48.97,52.53,741.0,11.96,26.05,0.0,6.74,4.81,23.0,6.0,8.0,3.0,48.98,52.03,741.0,11.73,30.16,0.0,7.09,3.39
4,51.79,56.09,781.06,13.97,22.96,0.0,7.63,6.65,0.0,0.0,8.0,3.0,48.97,52.53,741.0,11.96,26.05,0.0,6.74,4.81
4,59.5,66.01,934.6,21.23,20.56,0.0,10.61,8.87,1.0,0.0,8.0,4.0,51.79,56.09,781.06,13.97,22.96,0.0,7.63,6.65
4,73.95,84.7,1268.39,37.1,19.71,0.06,15.14,9.75,2.0,0.0,8.0,4.0,59.5,66.01,934.6,21.23,20.56,0.0,10.61,8.87
5,82.25,94.3,1482.01,50.07,20.91,0.55,20.03,9.12,3.0,0.0,8.0,4.0,73.95,84.7,1268.39,37.1,19.71,0.06,15.14,9.75
4,56.0,62.59,1068.12,30.85,26.39,0.84,28.13,6.4,4.0,0.0,8.0,5.0,82.25,94.3,1482.01,50.07,20.91,0.55,20.03,9.12
3,44.53,49.98,947.95,21.68,27.42,0.62,27.18,6.14,5.0,0.0,8.0,4.0,56.0,62.59,1068.12,30.85,26.39,0.84,28.13,6.4
3,36.99,41.83,834.47,15.2,27.08,0.95,24.32,5.89,6.0,0.0,8.0,3.0,44.53,49.98,947.95,21.68,27.42,0.62,27.18,6.14
2,24.52,28.05,634.19,6.87,24.33,6.08,17.88,4.56,7.0,0.0,8.0,3.0,36.99,41.83,834.47,15.2,27.08,0.95,24.32,5.89
1,7.91,9.31,307.08,1.54,9.51,30.4,6.68,1.31,8.0,3.0,6.0,2.0,24.52,28.05,634.19,6.87,24.33,6.08,17.88,4.56
1,8.66,10.05,323.77,0.8,12.51,25.75,7.39,1.41,9.0,3.0,6.0,1.0,7.91,9.31,307.08,1.54,9.51,30.4,6.68,1.31
1,9.57,11.06,353.81,0.23,17.14,16.45,8.46,1.6,10.0,3.0,6.0,1.0,8.66,10.05,323.77,0.8,12.51,25.75,7.39,1.41
2,12.24,14.07,410.56,0.5,23.31,9.48,11.09,2.03,11.0,3.0,6.0,1.0,9.57,11.06,353.81,0.23,17.14,16.45,8.46,1.6
2,14.56,16.63,440.6,0.28,25.36,12.52,12.64,2.37,12.0,3.0,6.0,2.0,12.24,14.07,410.56,0.5,23.31,9.48,11.09,2.03
2,16.83,19.61,467.3,0.08,23.99,18.6,12.52,3.2,13.0,3.0,6.0,2.0,14.56,16.63,440.6,0.28,25.36,12.52,12.64,2.37
2,19.6,23.96,500.68,0.06,22.28,20.21,11.8,4.05,14.0,3.0,6.0,2.0,16.83,19.61,467.3,0.08,23.99,18.6,12.52,3.2
2,20.18,25.83,500.68,0.06,19.36,20.21,10.73,4.24,15.0,3.0,6.0,2.0,19.6,23.96,500.68,0.06,22.28,20.21,11.8,4.05
2,19.81,26.27,514.03,0.1,18.51,16.99,10.01,4.56,16.0,3.0,6.0,2.0,20.18,25.83,500.68,0.06,19.36,20.21,10.73,4.24
2,17.27,23.92,487.33,0.19,17.14,13.41,8.7,4.18,17.0,3.0,6.0,2.0,19.81,26.27,514.03,0.1,18.51,16.99,10.01,4.56
2,12.87,18.54,423.91,0.24,14.57,10.82,6.62,3.29,18.0,3.0,6.0,2.0,17.27,23.92,487.33,0.19,17.14,13.41,8.7,4.18
1,8.88,12.98,353.81,0.19,10.97,10.28,4.71,2.66,19.0,3.0,6.0,2.0,12.87,18.54,423.91,0.24,14.57,10.82,6.62,3.29
1,7.31,10.57,327.11,0.14,8.48,10.46,4.17,2.63,20.0,3.0,6.0,1.0,8.88,12.98,353.81,0.19,10.97,10.28,4.71,2.66
1,6.75,9.58,317.1,0.11,7.28,10.73,3.99,2.66,21.0,3.0,6.0,1.0,7.31,10.57,327.11,0.14,8.48,10.46,4.17,2.63
1,6.28,8.76,307.08,0.09,6.51,11.62,3.87,2.56,22.0,3.0,6.0,1.0,6.75,9.58,317.1,0.11,7.28,10.73,3.99,2.66
1,5.56,7.63,297.07,0.07,5.83,13.23,3.76,2.37,23.0,3.0,6.0,1.0,6.28,8.76,307.08,0.09,6.51,11.62,3.87,2.56
1,4.98,6.85,290.39,0.07,5.65,15.2,3.87,2.25,0.0,4.0,6.0,1.0,5.56,7.63,297.07,0.07,5.83,13.23,3.76,2.37
1,5.21,7.51,303.75,0.13,7.54,15.38,4.53,2.53,1.0,4.0,6.0,1.0,4.98,6.85,290.39,0.07,5.65,15.2,3.87,2.25
1,6.41,9.74,340.46,0.56,12.17,10.82,5.42,3.2,2.0,4.0,6.0,1.0,5.21,7.51,303.75,0.13,7.54,15.38,4.53,2.53
1,7.46,11.28,353.81,1.59,15.59,6.97,6.14,3.01,3.0,4.0,6.0,1.0,6.41,9.74,340.46,0.56,12.17,10.82,5.42,3.2
1,6.91,9.77,320.43,2.29,13.19,11.44,5.6,2.09,4.0,4.0,6.0,1.0,7.46,11.28,353.81,1.59,15.59,6.97,6.14,3.01
1,6.69,9.2,303.75,2.85,10.97,18.6,5.42,1.77,5.0,4.0,6.0,1.0,6.91,9.77,320.43,2.29,13.19,11.44,5.6,2.09
1,7.55,10.0,297.07,2.54,9.94,30.76,5.25,1.49,6.0,4.0,6.0,1.0,6.69,9.2,303.75,2.85,10.97,18.6,5.42,1.77
1,8.02,9.94,277.04,0.92,6.94,59.37,3.99,1.06,7.0,4.0,6.0,1.0,7.55,10.0,297.07,2.54,9.94,30.76,5.25,1.49
